Review,Actual,Predicted,Probability
0,Negative,Positive,0.9996557
1,Positive,Negative,0.00031185494
0,Negative,Positive,0.99671495
1,Positive,Negative,0.0039896946
0,Negative,Positive,0.9999171
0,Negative,Positive,0.94504327
1,Positive,Negative,0.21838719
0,Negative,Positive,0.9852404
0,Negative,Positive,0.65775716
0,Negative,Positive,0.8054461
1,Positive,Negative,0.013057976
0,Negative,Positive,0.915216
0,Negative,Positive,0.55062234
1,Positive,Negative,0.0013482136
1,Positive,Negative,0.400327
1,Positive,Negative,0.0024247584
1,Positive,Negative,0.25073668
0,Negative,Positive,0.7326415
0,Negative,Positive,0.82265824
0,Negative,Positive,0.9999858
0,Negative,Positive,0.9727363
1,Positive,Negative,0.00078434363
0,Negative,Positive,0.70132387
0,Negative,Positive,0.75517684
1,Positive,Negative,0.012260646
1,Positive,Negative,0.0008124815
1,Positive,Negative,0.08269226
0,Negative,Positive,0.9864269
0,Negative,Positive,0.9998354
1,Positive,Negative,0.0040557957
0,Negative,Positive,0.9438101
0,Negative,Positive,0.99811137
1,Positive,Negative,0.30792367
0,Negative,Positive,0.9993778
1,Positive,Negative,0.038464755
1,Positive,Negative,0.024616336
0,Negative,Positive,0.94574356
1,Positive,Negative,0.002016717
1,Positive,Negative,0.020224942
1,Positive,Negative,0.0025377653
1,Positive,Negative,0.100359105
1,Positive,Negative,0.1252641
0,Negative,Positive,0.99136597
0,Negative,Positive,0.6614316
0,Negative,Positive,0.9949707
1,Positive,Negative,0.028725244
1,Positive,Negative,0.34530807
1,Positive,Negative,0.01690009
1,Positive,Negative,0.006869388
1,Positive,Negative,0.008455118
0,Negative,Positive,0.8947569
0,Negative,Positive,0.99815375
0,Negative,Positive,0.50401974
1,Positive,Negative,0.19102585
0,Negative,Positive,0.5757299
0,Negative,Positive,0.9761783
1,Positive,Negative,0.1650634
1,Positive,Negative,0.47596297
0,Negative,Positive,0.68570805
0,Negative,Positive,0.92151684
0,Negative,Positive,0.78776485
1,Positive,Negative,0.040392432
1,Positive,Negative,0.02368458
1,Positive,Negative,0.00087577006
1,Positive,Negative,0.49550506
1,Positive,Negative,0.17072581
0,Negative,Positive,0.99747497
1,Positive,Negative,0.07677246
1,Positive,Negative,0.0010506415
0,Negative,Positive,0.9998666
1,Positive,Negative,0.04055212
0,Negative,Positive,0.9727012
1,Positive,Negative,0.0006784393
1,Positive,Negative,0.49354365
0,Negative,Positive,0.5972568
0,Negative,Positive,0.97667867
1,Positive,Negative,0.44004512
1,Positive,Negative,0.23632471
1,Positive,Negative,0.0061830757
0,Negative,Positive,0.9867211
0,Negative,Positive,0.7345528
0,Negative,Positive,0.910956
1,Positive,Negative,0.0018355747
1,Positive,Negative,0.030016191
1,Positive,Negative,0.20933701
1,Positive,Negative,0.019024704
0,Negative,Positive,0.9875122
0,Negative,Positive,0.71546996
1,Positive,Negative,0.07584064
0,Negative,Positive,0.93557495
1,Positive,Negative,0.052369576
0,Negative,Positive,0.9309861
1,Positive,Negative,0.0001098504
1,Positive,Negative,0.002401185
0,Negative,Positive,0.9991706
0,Negative,Positive,0.9999794
1,Positive,Negative,0.003536397
1,Positive,Negative,0.052026875
1,Positive,Negative,0.3556685
1,Positive,Negative,0.0059707537
0,Negative,Positive,0.99066174
1,Positive,Negative,0.0025224113
0,Negative,Positive,0.9784163
1,Positive,Negative,0.0115821455
1,Positive,Negative,0.47842935
0,Negative,Positive,0.99927646
0,Negative,Positive,0.70604813
0,Negative,Positive,0.99995697
0,Negative,Positive,0.9651261
0,Negative,Positive,0.9962839
1,Positive,Negative,0.22991969
1,Positive,Negative,0.0002872071
1,Positive,Negative,0.003786209
0,Negative,Positive,0.7629607
0,Negative,Positive,0.9995894
1,Positive,Negative,0.1138403
0,Negative,Positive,0.99968326
1,Positive,Negative,0.08299795
1,Positive,Negative,0.19429843
0,Negative,Positive,0.999957
0,Negative,Positive,0.98218673
1,Positive,Negative,0.0068505458
1,Positive,Negative,0.00915609
1,Positive,Negative,0.03923538
1,Positive,Negative,0.00045259867
1,Positive,Negative,0.19727993
0,Negative,Positive,0.8977182
1,Positive,Negative,0.2984385
1,Positive,Negative,0.13232468
1,Positive,Negative,0.00060159847
1,Positive,Negative,0.26207513
1,Positive,Negative,0.004144842
1,Positive,Negative,0.02902476
0,Negative,Positive,0.9876694
0,Negative,Positive,0.8940789
0,Negative,Positive,0.9974366
1,Positive,Negative,0.0051555294
1,Positive,Negative,0.03264547
1,Positive,Negative,0.44882604
0,Negative,Positive,0.98299456
0,Negative,Positive,0.86726075
0,Negative,Positive,0.6851215
0,Negative,Positive,0.997215
1,Positive,Negative,0.00901162
