Review,Actual,Predicted,Probability
1,Positive,Negative,0.1633927
1,Positive,Negative,0.0014534148
1,Positive,Negative,0.059411
1,Positive,Negative,0.0066176914
1,Positive,Negative,0.01000309
1,Positive,Negative,0.013257438
0,Negative,Positive,0.99704075
0,Negative,Positive,0.99641097
1,Positive,Negative,0.09647299
1,Positive,Negative,0.016700743
0,Negative,Positive,0.9941274
0,Negative,Positive,0.6369911
0,Negative,Positive,0.99705493
1,Positive,Negative,0.19337086
1,Positive,Negative,0.004166595
1,Positive,Negative,0.030540936
0,Negative,Positive,0.99500465
1,Positive,Negative,0.12822855
1,Positive,Negative,0.1875326
1,Positive,Negative,0.0033010584
1,Positive,Negative,0.0390689
1,Positive,Negative,0.00663916
0,Negative,Positive,0.9924288
0,Negative,Positive,0.5177967
1,Positive,Negative,0.0030996068
1,Positive,Negative,0.14046408
1,Positive,Negative,0.045120675
0,Negative,Positive,0.99338484
1,Positive,Negative,0.12960449
1,Positive,Negative,0.0006834668
0,Negative,Positive,0.8661496
0,Negative,Positive,0.99479866
1,Positive,Negative,0.0034616052
0,Negative,Positive,0.9941724
1,Positive,Negative,0.09747424
1,Positive,Negative,0.21464409
0,Negative,Positive,0.8737141
1,Positive,Negative,0.15434688
0,Negative,Positive,0.94813436
1,Positive,Negative,0.0069617354
0,Negative,Positive,0.98535246
0,Negative,Positive,0.9969677
1,Positive,Negative,0.0005663606
1,Positive,Negative,0.010582747
0,Negative,Positive,0.9966308
1,Positive,Negative,0.31346458
1,Positive,Negative,0.0040826313
1,Positive,Negative,0.00073344586
0,Negative,Positive,0.99231744
0,Negative,Positive,0.83657724
1,Positive,Negative,0.017876888
0,Negative,Positive,0.996123
1,Positive,Negative,0.008879608
0,Negative,Positive,0.9987788
1,Positive,Negative,0.19514741
1,Positive,Negative,0.487707
1,Positive,Negative,0.00054480456
1,Positive,Negative,0.15652765
1,Positive,Negative,0.062290266
1,Positive,Negative,0.0032218392
1,Positive,Negative,0.0031927256
1,Positive,Negative,0.004113237
1,Positive,Negative,0.017166277
0,Negative,Positive,0.99989045
1,Positive,Negative,0.11289324
1,Positive,Negative,0.023683269
0,Negative,Positive,0.9526586
0,Negative,Positive,0.9159577
0,Negative,Positive,0.98898536
1,Positive,Negative,0.0033585583
0,Negative,Positive,0.97963905
0,Negative,Positive,0.9966627
1,Positive,Negative,0.0028222995
1,Positive,Negative,0.009210608
0,Negative,Positive,0.7157782
1,Positive,Negative,0.02517715
0,Negative,Positive,0.9851775
0,Negative,Positive,0.79763716
0,Negative,Positive,0.98673135
1,Positive,Negative,0.49425387
0,Negative,Positive,0.9959226
1,Positive,Negative,0.004716249
0,Negative,Positive,0.9976866
1,Positive,Negative,0.0036979353
1,Positive,Negative,0.0011897064
1,Positive,Negative,0.38748512
0,Negative,Positive,0.99663293
0,Negative,Positive,0.97585875
0,Negative,Positive,0.99822503
1,Positive,Negative,0.0068184445
1,Positive,Negative,0.005034125
1,Positive,Negative,0.0030674203
1,Positive,Negative,0.0048224865
1,Positive,Negative,0.48382846
0,Negative,Positive,0.99654156
0,Negative,Positive,0.997082
1,Positive,Negative,0.0030668522
1,Positive,Negative,0.3221785
0,Negative,Positive,0.78984016
1,Positive,Negative,0.0033444683
0,Negative,Positive,0.979584
1,Positive,Negative,0.00047486654
0,Negative,Positive,0.99978703
0,Negative,Positive,0.97965366
1,Positive,Negative,0.0035834769
1,Positive,Negative,0.00046268213
0,Negative,Positive,0.8590701
0,Negative,Positive,0.8427314
0,Negative,Positive,0.9881587
0,Negative,Positive,0.9966811
1,Positive,Negative,0.005034278
0,Negative,Positive,0.51370865
1,Positive,Negative,0.011276587
1,Positive,Negative,0.003412357
0,Negative,Positive,0.82355803
0,Negative,Positive,0.74042547
1,Positive,Negative,0.004462061
1,Positive,Negative,0.16796027
1,Positive,Negative,0.003105717
0,Negative,Positive,0.987582
1,Positive,Negative,0.01025501
1,Positive,Negative,0.24475121
0,Negative,Positive,0.7288448
1,Positive,Negative,0.0035214834
1,Positive,Negative,0.006411797
1,Positive,Negative,0.014358833
1,Positive,Negative,0.0054101236
1,Positive,Negative,0.015885744
1,Positive,Negative,0.0036618642
1,Positive,Negative,0.2784603
0,Negative,Positive,0.937129
0,Negative,Positive,0.9997334
1,Positive,Negative,0.0050735236
1,Positive,Negative,0.0064460505
1,Positive,Negative,0.012782157
1,Positive,Negative,0.0032923874
1,Positive,Negative,0.11251496
1,Positive,Negative,0.0042058174
0,Negative,Positive,0.6064835
