Review,Actual,Predicted,Probability
0,Negative,Positive,0.71853703
0,Negative,Positive,0.9303097
0,Negative,Positive,0.9999915
1,Positive,Negative,0.019476576
0,Negative,Positive,0.99963003
0,Negative,Positive,0.9960882
0,Negative,Positive,0.999991
1,Positive,Negative,0.00095451885
0,Negative,Positive,0.9999582
0,Negative,Positive,0.9984313
1,Positive,Negative,0.033675384
0,Negative,Positive,0.9401963
1,Positive,Negative,0.050355922
0,Negative,Positive,0.9999334
0,Negative,Positive,0.96988606
0,Negative,Positive,0.9935045
1,Positive,Negative,5.8387177e-05
0,Negative,Positive,0.9997277
0,Negative,Positive,0.9999964
1,Positive,Negative,0.00070542656
1,Positive,Negative,0.00079304323
1,Positive,Negative,6.1556116e-06
0,Negative,Positive,0.9923251
0,Negative,Positive,0.9998518
1,Positive,Negative,0.36918074
0,Negative,Positive,0.5523584
0,Negative,Positive,0.98089063
0,Negative,Positive,0.9999923
0,Negative,Positive,0.9928375
0,Negative,Positive,0.8928389
1,Positive,Negative,0.09392599
1,Positive,Negative,0.00068017904
1,Positive,Negative,0.091571614
0,Negative,Positive,0.9958392
0,Negative,Positive,0.7151453
0,Negative,Positive,0.7477505
0,Negative,Positive,0.9999968
1,Positive,Negative,0.012076688
0,Negative,Positive,0.988439
1,Positive,Negative,0.02999074
1,Positive,Negative,0.0013836726
1,Positive,Negative,0.017210308
0,Negative,Positive,0.99977744
0,Negative,Positive,0.9981853
1,Positive,Negative,0.0010065188
1,Positive,Negative,0.0016554383
1,Positive,Negative,5.7304744e-05
0,Negative,Positive,0.99988335
0,Negative,Positive,0.99590325
1,Positive,Negative,0.00044879783
1,Positive,Negative,0.20862164
0,Negative,Positive,0.7676721
1,Positive,Negative,0.06576197
0,Negative,Positive,0.9999529
1,Positive,Negative,0.045405928
0,Negative,Positive,0.99999565
0,Negative,Positive,0.9759509
1,Positive,Negative,0.007552873
1,Positive,Negative,0.07986593
0,Negative,Positive,0.83202827
0,Negative,Positive,0.9997771
0,Negative,Positive,0.99696743
1,Positive,Negative,0.044649187
1,Positive,Negative,0.4000573
1,Positive,Negative,0.2443383
1,Positive,Negative,0.00029258488
1,Positive,Negative,0.0021941245
0,Negative,Positive,0.95901537
1,Positive,Negative,0.020902297
0,Negative,Positive,0.9999656
0,Negative,Positive,0.99989784
1,Positive,Negative,0.003814998
0,Negative,Positive,0.8128671
1,Positive,Negative,0.0012824591
0,Negative,Positive,0.99890506
0,Negative,Positive,0.999987
0,Negative,Positive,0.8502263
1,Positive,Negative,0.00056666054
1,Positive,Negative,0.0011041851
1,Positive,Negative,0.0028041485
0,Negative,Positive,0.9173296
1,Positive,Negative,0.01724724
1,Positive,Negative,0.0054774615
1,Positive,Negative,0.43068302
0,Negative,Positive,0.9808803
1,Positive,Negative,0.38229856
1,Positive,Negative,0.00064807566
0,Negative,Positive,0.8737517
1,Positive,Negative,0.0005527519
0,Negative,Positive,0.7148133
